类型,处理状态,危险程度,时间,事件名称,事件次数,源IP,目的IP,协议摘要,上报设备,区域,规则编号,流行程度,攻击手段,服务类型,网络接口,动作,源MAC地址,源端口,目的MAC地址,目的端口,原始报文长度,原始报文内容
灰名单,已处理,中风险,2018-11-06 14:57:19,Web服务远程跨站脚本执行攻击,1,29.2.4.11,100.1.95.1,"TCP.HTTP C URL=/bi/exportrpt.sa PARAM=calcparam=pagesize=1000;@bankname=;drillpath=""<a class=""""tdlink"""" href=""""javascript:_showreportindrillpath('12$UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP$2$L9U5VDCZFUJ4UET9OVW2AB8I4M9TNJ1Q.rpt')""""></a>"";@begin=201807;taskid=UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP;@bankcode=361100000401;org_@bxm=;org_@end=201811;org_@bankcode=361100000401;@tcode=;startindex=0;org_@begin=201807;_srcrptid=12$UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP$2$L9U5VDCZFUJ4UET9OVW2AB8I4M9TNJ1Q.rpt;@bbq=20180703;org_@tcode=;@loginfo=;bi_calc_dont_save_result=true;_srccell=D4;@tbr=;@end=201811;@bxm=03;rptid=CX_T03;hiddencalcparams=true;@exm=01;@submitdate=20180801;@tel2=8311951;@fzr=;org_@exm= HOST=asone.safe",11.50.229.66(7号楼外联网),武汉南湖,29002,低,获取权限攻击,CGI,G3/1,中风险,00:10:DB:FF:10:01,20575,00:00:5E:00:01:0A,80,684,QllDSVRVVFAlMjQyJTI0TDlVNVZEQ1pGVUo0VUVUOU9WVzJBQjhJNE05VE5KMVEucnB0JyklMjIlMjIlM0UlRTYlOTUlQjAlRTYlOEQlQUUlRTYlOUYlQTUlRTglQUYlQTIlM0MlMkZhJTNFJTIyJTNCJTQwYmVnaW4lM0QyMDE4MDclM0J0YXNraWQlM0RVQ1QwTU5WMFVNVVNYTjRDTkJJTk0wRFVCWUNJVFVUUCUzQiU0MGJhbmtjb2RlJTNEMzYxMTAwMDAwNDAxJTNCb3JnXyU0MGJ4bSUzRCVFNiU5QyU4OCUzQm9yZ18lNDBlbmQlM0QyMDE4JUU1JUI5JUI0MTElRTYlOUMlODglM0JvcmdfJTQwYmFua2NvZGUlM0QzNjExMDAwMDA0MDElM0IlNDB0Y29kZSUzRCUzQnN0YXJ0aW5kZXglM0QwJTNCb3JnXyU0MGJlZ2luJTNEMjAxOCVFNSVCOSVCNDA3JUU2JTlDJTg4JTNCX3NyY3JwdGlkJTNEMTIlMjRVQ1QwTU5WMFVNVVNYTjRDTkJJTk0wRFVCWUNJVFVUUCUyNDIlMjRMOVU1VkRDWkZVSjRVRVQ5T1ZXMkFCOEk0TTlUTkoxUS5ycHQlM0IlNDBiYnElM0QyMDE4MDcwMyUzQm9yZ18lNDB0Y29kZSUzRCUzQiU=
灰名单,已处理,中风险,2018-11-06 14:57:04,Web服务远程跨站脚本执行攻击,1,29.2.4.11,100.1.95.1,"TCP.HTTP C URL=/bi/exportrpt.sa PARAM=calcparam=pagesize=1000;@bankname=;drillpath=""<a class=""""tdlink"""" href=""""javascript:_showreportindrillpath('12$UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP$2$L9U5VDCZFUJ4UET9OVW2AB8I4M9TNJ1Q.rpt')""""></a>"";@begin=201807;taskid=UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP;@bankcode=361100000401;org_@bxm=;org_@end=201811;org_@bankcode=361100000401;@tcode=;startindex=0;org_@begin=201807;_srcrptid=12$UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP$2$L9U5VDCZFUJ4UET9OVW2AB8I4M9TNJ1Q.rpt;@bbq=20180703;org_@tcode=;@loginfo=;bi_calc_dont_save_result=true;_srccell=D3;@tbr=;@end=201811;@bxm=03;rptid=CX_T02;hiddencalcparams=true;@exm=01;@submitdate=20180801;@tel2=8311951;@fzr=;org_@exm= HOST=asone.safe",11.50.229.66(7号楼外联网),武汉南湖,29002,低,获取权限攻击,CGI,G3/1,中风险,00:10:DB:FF:10:01,64211,00:00:5E:00:01:0A,80,684,QllDSVRVVFAlMjQyJTI0TDlVNVZEQ1pGVUo0VUVUOU9WVzJBQjhJNE05VE5KMVEucnB0JyklMjIlMjIlM0UlRTYlOTUlQjAlRTYlOEQlQUUlRTYlOUYlQTUlRTglQUYlQTIlM0MlMkZhJTNFJTIyJTNCJTQwYmVnaW4lM0QyMDE4MDclM0J0YXNraWQlM0RVQ1QwTU5WMFVNVVNYTjRDTkJJTk0wRFVCWUNJVFVUUCUzQiU0MGJhbmtjb2RlJTNEMzYxMTAwMDAwNDAxJTNCb3JnXyU0MGJ4bSUzRCVFNiU5QyU4OCUzQm9yZ18lNDBlbmQlM0QyMDE4JUU1JUI5JUI0MTElRTYlOUMlODglM0JvcmdfJTQwYmFua2NvZGUlM0QzNjExMDAwMDA0MDElM0IlNDB0Y29kZSUzRCUzQnN0YXJ0aW5kZXglM0QwJTNCb3JnXyU0MGJlZ2luJTNEMjAxOCVFNSVCOSVCNDA3JUU2JTlDJTg4JTNCX3NyY3JwdGlkJTNEMTIlMjRVQ1QwTU5WMFVNVVNYTjRDTkJJTk0wRFVCWUNJVFVUUCUyNDIlMjRMOVU1VkRDWkZVSjRVRVQ5T1ZXMkFCOEk0TTlUTkoxUS5ycHQlM0IlNDBiYnElM0QyMDE4MDcwMyUzQm9yZ18lNDB0Y29kZSUzRCUzQiU=
灰名单,已处理,中风险,2018-11-06 14:56:56,Web服务远程跨站脚本执行攻击,1,223.104.6.68,10.3.33.30,TCP.HTTP C URL=/CCBIS/B2CMainPlat_05_EPAY PARAM=CCB_PWD_MAP_GIGEST=javascript:toNextForm();javascript:void(0);javascript:openWin();javascript:CheckInput();|Z HOST=ibsbjstar.ccb.com.cn,11.170.236.111(新一代汇聚层),北京新一代,29002,低,获取权限攻击,CGI,T1/1,中风险,0C:DA:41:6B:D7:00,18898,00:50:56:87:15:15,80,1824,TFNWQz0mUEVSTlVNPSZMQVNUTlVNPSZSRUZFUk5PPSZQUk9JTkZPPSZTTUVSSUQ9JlNNRVJOQU1FMT0mU01FUlRZUEVJRD0mU01FUlRZUEUxPSZUUkFERUNPREU9JlRSQURFTkFNRT0mU01FUFJPVFlQRT0mUFJPTkFNRT0mVElNRU9VVD0mUEFZTUVOVD0zMC4wMCZCUkFOQ0hJRD0xMTAwMDAwMDAmTUVSQlJBTkNIPTExMDAwMDAwMCZUcnhEZXZjSW5mPTIyMy4xMDQuNi42OCU3QyU3QyU3QyU3QyU3QyU3QyU3QyZPUkRFUklEPTY5MTc4NTY4Jk1FUkNIQU5USUQ9MTA1MTAwMDAwMDE4NjU0JlJQRmxnPTEmUHllckFjY3RJc3NySWQ9QzEwMTA1MTEwMDM3MDMmUHllckFjY3RUcD0wMCZQeWVyVHJ4VHJtVHA9JlB5ZXJUcnhUcm1Obz0mUHllZUFjY3RJc3NySWQ9WjIwMTQzMTEwMDAwMTAmUHllZUFjY3RJZD0xMDAwNjUmUHllZU5tPSVFNSVCOSVCRiVFNSVCNyU5RSVFNSVCOCU4NiVFNyU5RSVBQyVFOCVCNCVCOCVFNiU5OCU5MyVFNiU5QyU4OSVFOSU5OSU5MCVFNSU4NSVBQyVFNSU4RiVCOCZQeWVlQWNjdFRwPTA0JlB5ZWVDdHJ5Tm89JlB5ZWVBcmVhTm89JlB5ZWVUcnhUcm1UcD0mSW5zdGdBY2N0SWQ9MjEwNDAxMzU0Jkluc3RnQWNjdE5tPSVFNiVCMSU4NyVFNSU4NSU4MyVFOSU5MyVCNiVFOSU4MCU5QSVFRiVCQyU4OCVFNSU4QyU5NyVFNCVCQSVBQyVFRiVCQyU4OSVFNSU5QyVBOCVFNyVCQSVCRiVFNiU5NCVBRiVFNCVCQiU5OCVFNiU4QSU4MCVFNiU5QyVBRiVFNiU5QyU4OSVFOSU5OSU5MCVFNSU4NSVBQyVFNSU4RiVCOCVFNSVBRSVBMiVFNiU4OCVCNyVFNSVBNCU4NyVFNCVCQiU5OCVFOSU4NyU5MSZSZXNmZEFjY3RJc3NySWQ9WjIwMTQzMTEwMDAwMTAmQml6VHA9MTAwMDA3JlBsdGZybU5tPSZDQkZsZz0wMSZHd0Nobm5sVHA9MDEmUHllZVRyeFRybU5vPSZQT1NJRD0wMDc1MDc2MzUmTG10QWNjdFRwPTAyJlRyeElkPTIwMTgxMTA2MDAwMDAwMDA2OTE3ODU2ODAyMTExMDUmVHJ4RHRUbT0yMDE4LTExLTA2VDE0JTNBNTUlM0ExMiZPcmRyRGVzYz1JYTJ3V3hVVVQ0elBlZXBJQ0lEc3hJZzZvWUtYejVBMXdkd3o5cmdYMDdHZ0FjZ3NzdHFVMkVFZG1uRGhlYVZRU2xDbmY3MWttVjNMYjZrSW1RM1NmQ1ZWeUpERmZVMHhtR0RqYUlGWVdyMTFwOTJPZnFnT29qbEpleENnZHIxeVNEQ1hwbTE4WDhPeGdZQzlKbnFoZmEmT3JkckV4cD0yMDE4LTExLTA2VDE3JTNBNTUlM0ExNCZDbGJja1VybD1UcWFzcTFmZXBMcVZXNEJnaUxhUW4lMkM5UFgyQkJZbnFQTXFpbHlwVmRsYjdGUGw0aVlXaDlObklmVjZjNHp6WWZnNnU5V3dwZWZhcTlEcHZVa3F3Sk55NmVyMkFBYTF3UURITVpSU1pWZloyVmxYMFp6WXU5RmpYUVZYa0lMNyUyQ1NWSDdRSno1Z1RxdlpFNExobmJyTmZ5dFB5cUdWVXphcnNYJlRyeEN0Z3k9MDExMg==
灰名单,已处理,中风险,2018-11-06 14:56:50,Web服务远程跨站脚本执行攻击,1,29.2.4.11,100.1.95.1,"TCP.HTTP C URL=/bi/exportrpt.sa PARAM=calcparam=pagesize=1000;@bankname=;drillpath=""<a class=""""tdlink"""" href=""""javascript:_showreportindrillpath('12$UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP$2$L9U5VDCZFUJ4UET9OVW2AB8I4M9TNJ1Q.rpt')""""></a>"";@begin=201807;taskid=UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP;@bankcode=361100000401;org_@bxm=;org_@end=201811;org_@bankcode=361100000401;@tcode=;startindex=0;org_@begin=201807;_srcrptid=12$UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP$2$L9U5VDCZFUJ4UET9OVW2AB8I4M9TNJ1Q.rpt;@bbq=20180703;org_@tcode=;@loginfo=;bi_calc_dont_save_result=true;_srccell=D2;@tbr=;@end=201811;@bxm=03;rptid=CX_T01;hiddencalcparams=true;@exm=01;@submitdate=20180801;@tel2=8311951;@fzr=;org_@exm= HOST=asone.safe",11.50.229.66(7号楼外联网),武汉南湖,29002,低,获取权限攻击,CGI,G3/1,中风险,00:10:DB:FF:10:01,62542,00:00:5E:00:01:0A,80,684,QllDSVRVVFAlMjQyJTI0TDlVNVZEQ1pGVUo0VUVUOU9WVzJBQjhJNE05VE5KMVEucnB0JyklMjIlMjIlM0UlRTYlOTUlQjAlRTYlOEQlQUUlRTYlOUYlQTUlRTglQUYlQTIlM0MlMkZhJTNFJTIyJTNCJTQwYmVnaW4lM0QyMDE4MDclM0J0YXNraWQlM0RVQ1QwTU5WMFVNVVNYTjRDTkJJTk0wRFVCWUNJVFVUUCUzQiU0MGJhbmtjb2RlJTNEMzYxMTAwMDAwNDAxJTNCb3JnXyU0MGJ4bSUzRCVFNiU5QyU4OCUzQm9yZ18lNDBlbmQlM0QyMDE4JUU1JUI5JUI0MTElRTYlOUMlODglM0JvcmdfJTQwYmFua2NvZGUlM0QzNjExMDAwMDA0MDElM0IlNDB0Y29kZSUzRCUzQnN0YXJ0aW5kZXglM0QwJTNCb3JnXyU0MGJlZ2luJTNEMjAxOCVFNSVCOSVCNDA3JUU2JTlDJTg4JTNCX3NyY3JwdGlkJTNEMTIlMjRVQ1QwTU5WMFVNVVNYTjRDTkJJTk0wRFVCWUNJVFVUUCUyNDIlMjRMOVU1VkRDWkZVSjRVRVQ5T1ZXMkFCOEk0TTlUTkoxUS5ycHQlM0IlNDBiYnElM0QyMDE4MDcwMyUzQm9yZ18lNDB0Y29kZSUzRCUzQiU=
灰名单,已处理,高风险,2018-11-06 14:54:26,Web服务远程SQL注入攻击可疑行为,1,16.6.178.150,11.168.216.50,HTTP CLIENT URL=/LHECISM/B2CMainPlatV5? HOST=bankservice.ccbhome.cn GET_PARAM=(8==8(,11.155.49.4(B座外联平台),北京洋桥外联,29001,低,获取权限攻击,CGI,G3/1,高风险,44:2B:03:D7:B6:00,43164,00:10:DB:FF:30:01,80,492,ABDb/zABRCsD17YACABFAAFheU1AADUGJNMQBrKWC6jYMqicAFCun2QgdfWi3IAYBPuH8QAAAQEICgCXLCWue0TLRUJOS19MTkRfUFNXRD0lMjg4JTNEJTNEOCUyOCZNYmxQaF9Obz0xODcxNDI1MzQ4MiZCUkFOQ0hJRD0xMTAwMDAwMDAmQ0NCX0lCU1ZlcnNpb249VjYmUFRfU1RZTEU9MTAmVFhDT0RFPVNKMDAwMiZDaG5sX1RwQ2Q9SDEmUkVUX1NVQ0NfVVJMPWh0dHAlM0ElMkYlMkZiYWNrYWN0aW9uZm9ycmVnaXN0ZXJ1c2VyJkJhc2VfQWRyPXh0Jk9TVHlwZT0wMSZDQ0JfUFdEX01BUF9HSUdFU1Q9UzAwMDAwMDE3Njc2NjA4OCU3Q0VCTktfTE5EX1BTV0QmUEFTU1dPUkRfU1dJVENIPTAmVXNyX05hbWU9MTg3MTQyNTM0ODImRXN0Yl9UcklEPQ==
灰名单,已处理,中风险,2018-11-06 14:53:46,Web服务远程跨站脚本执行攻击,1,29.2.4.11,100.1.95.1,"TCP.HTTP C URL=/bi/exportrpt.sa PARAM=calcparam=pagesize=1000;@bankname=;drillpath=""<a class=""""tdlink"""" href=""""javascript:_showreportindrillpath('12$UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP$2$740LA0ITTW4Z5XS4940AZTXNVI4AZQNE.rpt')""""></a>"";@begin=201806;taskid=UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP;@bankcode=361100000401;org_@bxm=;org_@end=201811;org_@bankcode=361100000401;@tcode=;startindex=0;org_@begin=201806;_srcrptid=12$UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP$2$740LA0ITTW4Z5XS4940AZTXNVI4AZQNE.rpt;@bbq=20180603;org_@tcode=;@loginfo=;bi_calc_dont_save_result=true;_srccell=D5;@tbr=;@end=201811;@bxm=03;rptid=CX_T04;hiddencalcparams=true;@exm=01;@submitdate=20180702;@tel2=8311951;@fzr=;org_@exm= HOST=asone.safe",11.50.229.66(7号楼外联网),武汉南湖,29002,低,获取权限攻击,CGI,G3/1,中风险,00:10:DB:FF:10:01,42360,00:00:5E:00:01:0A,80,684,QllDSVRVVFAlMjQyJTI0NzQwTEEwSVRUVzRaNVhTNDk0MEFaVFhOVkk0QVpRTkUucnB0JyklMjIlMjIlM0UlRTYlOTUlQjAlRTYlOEQlQUUlRTYlOUYlQTUlRTglQUYlQTIlM0MlMkZhJTNFJTIyJTNCJTQwYmVnaW4lM0QyMDE4MDYlM0J0YXNraWQlM0RVQ1QwTU5WMFVNVVNYTjRDTkJJTk0wRFVCWUNJVFVUUCUzQiU0MGJhbmtjb2RlJTNEMzYxMTAwMDAwNDAxJTNCb3JnXyU0MGJ4bSUzRCVFNiU5QyU4OCUzQm9yZ18lNDBlbmQlM0QyMDE4JUU1JUI5JUI0MTElRTYlOUMlODglM0JvcmdfJTQwYmFua2NvZGUlM0QzNjExMDAwMDA0MDElM0IlNDB0Y29kZSUzRCUzQnN0YXJ0aW5kZXglM0QwJTNCb3JnXyU0MGJlZ2luJTNEMjAxOCVFNSVCOSVCNDA2JUU2JTlDJTg4JTNCX3NyY3JwdGlkJTNEMTIlMjRVQ1QwTU5WMFVNVVNYTjRDTkJJTk0wRFVCWUNJVFVUUCUyNDIlMjQ3NDBMQTBJVFRXNFo1WFM0OTQwQVpUWE5WSTRBWlFORS5ycHQlM0IlNDBiYnElM0QyMDE4MDYwMyUzQm9yZ18lNDB0Y29kZSUzRCUzQiU=
灰名单,已处理,中风险,2018-11-06 14:53:33,Web服务远程跨站脚本执行攻击,1,29.2.4.11,100.1.95.1,"TCP.HTTP C URL=/bi/exportrpt.sa PARAM=calcparam=pagesize=1000;@bankname=;drillpath=""<a class=""""tdlink"""" href=""""javascript:_showreportindrillpath('12$UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP$2$740LA0ITTW4Z5XS4940AZTXNVI4AZQNE.rpt')""""></a>"";@begin=201806;taskid=UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP;@bankcode=361100000401;org_@bxm=;org_@end=201811;org_@bankcode=361100000401;@tcode=;startindex=0;org_@begin=201806;_srcrptid=12$UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP$2$740LA0ITTW4Z5XS4940AZTXNVI4AZQNE.rpt;@bbq=20180603;org_@tcode=;@loginfo=;bi_calc_dont_save_result=true;_srccell=D4;@tbr=;@end=201811;@bxm=03;rptid=CX_T03;hiddencalcparams=true;@exm=01;@submitdate=20180702;@tel2=8311951;@fzr=;org_@exm= HOST=asone.safe",11.50.229.66(7号楼外联网),武汉南湖,29002,低,获取权限攻击,CGI,G3/1,中风险,00:10:DB:FF:10:01,40581,00:00:5E:00:01:0A,80,684,QllDSVRVVFAlMjQyJTI0NzQwTEEwSVRUVzRaNVhTNDk0MEFaVFhOVkk0QVpRTkUucnB0JyklMjIlMjIlM0UlRTYlOTUlQjAlRTYlOEQlQUUlRTYlOUYlQTUlRTglQUYlQTIlM0MlMkZhJTNFJTIyJTNCJTQwYmVnaW4lM0QyMDE4MDYlM0J0YXNraWQlM0RVQ1QwTU5WMFVNVVNYTjRDTkJJTk0wRFVCWUNJVFVUUCUzQiU0MGJhbmtjb2RlJTNEMzYxMTAwMDAwNDAxJTNCb3JnXyU0MGJ4bSUzRCVFNiU5QyU4OCUzQm9yZ18lNDBlbmQlM0QyMDE4JUU1JUI5JUI0MTElRTYlOUMlODglM0JvcmdfJTQwYmFua2NvZGUlM0QzNjExMDAwMDA0MDElM0IlNDB0Y29kZSUzRCUzQnN0YXJ0aW5kZXglM0QwJTNCb3JnXyU0MGJlZ2luJTNEMjAxOCVFNSVCOSVCNDA2JUU2JTlDJTg4JTNCX3NyY3JwdGlkJTNEMTIlMjRVQ1QwTU5WMFVNVVNYTjRDTkJJTk0wRFVCWUNJVFVUUCUyNDIlMjQ3NDBMQTBJVFRXNFo1WFM0OTQwQVpUWE5WSTRBWlFORS5ycHQlM0IlNDBiYnElM0QyMDE4MDYwMyUzQm9yZ18lNDB0Y29kZSUzRCUzQiU=
灰名单,已处理,中风险,2018-11-06 14:53:09,Web服务远程跨站脚本执行攻击,1,29.2.4.11,100.1.95.1,"TCP.HTTP C URL=/bi/exportrpt.sa PARAM=calcparam=pagesize=1000;@bankname=;drillpath=""<a class=""""tdlink"""" href=""""javascript:_showreportindrillpath('12$UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP$2$740LA0ITTW4Z5XS4940AZTXNVI4AZQNE.rpt')""""></a>"";@begin=201806;taskid=UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP;@bankcode=361100000401;org_@bxm=;org_@end=201811;org_@bankcode=361100000401;@tcode=;startindex=0;org_@begin=201806;_srcrptid=12$UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP$2$740LA0ITTW4Z5XS4940AZTXNVI4AZQNE.rpt;@bbq=20180603;org_@tcode=;@loginfo=;bi_calc_dont_save_result=true;_srccell=D3;@tbr=;@end=201811;@bxm=03;rptid=CX_T02;hiddencalcparams=true;@exm=01;@submitdate=20180702;@tel2=8311951;@fzr=;org_@exm= HOST=asone.safe",11.50.229.66(7号楼外联网),武汉南湖,29002,低,获取权限攻击,CGI,G3/1,中风险,00:10:DB:FF:10:01,37726,00:00:5E:00:01:0A,80,684,QllDSVRVVFAlMjQyJTI0NzQwTEEwSVRUVzRaNVhTNDk0MEFaVFhOVkk0QVpRTkUucnB0JyklMjIlMjIlM0UlRTYlOTUlQjAlRTYlOEQlQUUlRTYlOUYlQTUlRTglQUYlQTIlM0MlMkZhJTNFJTIyJTNCJTQwYmVnaW4lM0QyMDE4MDYlM0J0YXNraWQlM0RVQ1QwTU5WMFVNVVNYTjRDTkJJTk0wRFVCWUNJVFVUUCUzQiU0MGJhbmtjb2RlJTNEMzYxMTAwMDAwNDAxJTNCb3JnXyU0MGJ4bSUzRCVFNiU5QyU4OCUzQm9yZ18lNDBlbmQlM0QyMDE4JUU1JUI5JUI0MTElRTYlOUMlODglM0JvcmdfJTQwYmFua2NvZGUlM0QzNjExMDAwMDA0MDElM0IlNDB0Y29kZSUzRCUzQnN0YXJ0aW5kZXglM0QwJTNCb3JnXyU0MGJlZ2luJTNEMjAxOCVFNSVCOSVCNDA2JUU2JTlDJTg4JTNCX3NyY3JwdGlkJTNEMTIlMjRVQ1QwTU5WMFVNVVNYTjRDTkJJTk0wRFVCWUNJVFVUUCUyNDIlMjQ3NDBMQTBJVFRXNFo1WFM0OTQwQVpUWE5WSTRBWlFORS5ycHQlM0IlNDBiYnElM0QyMDE4MDYwMyUzQm9yZ18lNDB0Y29kZSUzRCUzQiU=
灰名单,已处理,中风险,2018-11-06 14:51:41,Web服务远程跨站脚本执行攻击,1,29.2.4.11,100.1.95.1,"TCP.HTTP C URL=/bi/exportrpt.sa PARAM=calcparam=pagesize=1000;@bankname=;drillpath=""<a class=""""tdlink"""" href=""""javascript:_showreportindrillpath('12$UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP$2$740LA0ITTW4Z5XS4940AZTXNVI4AZQNE.rpt')""""></a>"";@begin=201806;taskid=UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP;@bankcode=361100000401;org_@bxm=;org_@end=201811;org_@bankcode=361100000401;@tcode=;startindex=0;org_@begin=201806;_srcrptid=12$UCT0MNV0UMUSXN4CNBINM0DUBYCITUTP$2$740LA0ITTW4Z5XS4940AZTXNVI4AZQNE.rpt;@bbq=20180603;org_@tcode=;@loginfo=;bi_calc_dont_save_result=true;_srccell=D2;@tbr=;@end=201811;@bxm=03;rptid=CX_T01;hiddencalcparams=true;@exm=01;@submitdate=20180702;@tel2=8311951;@fzr=;org_@exm= HOST=asone.safe",11.50.229.66(7号楼外联网),武汉南湖,29002,低,获取权限攻击,CGI,G3/1,中风险,00:10:DB:FF:10:01,28531,00:00:5E:00:01:0A,80,684,QllDSVRVVFAlMjQyJTI0NzQwTEEwSVRUVzRaNVhTNDk0MEFaVFhOVkk0QVpRTkUucnB0JyklMjIlMjIlM0UlRTYlOTUlQjAlRTYlOEQlQUUlRTYlOUYlQTUlRTglQUYlQTIlM0MlMkZhJTNFJTIyJTNCJTQwYmVnaW4lM0QyMDE4MDYlM0J0YXNraWQlM0RVQ1QwTU5WMFVNVVNYTjRDTkJJTk0wRFVCWUNJVFVUUCUzQiU0MGJhbmtjb2RlJTNEMzYxMTAwMDAwNDAxJTNCb3JnXyU0MGJ4bSUzRCVFNiU5QyU4OCUzQm9yZ18lNDBlbmQlM0QyMDE4JUU1JUI5JUI0MTElRTYlOUMlODglM0JvcmdfJTQwYmFua2NvZGUlM0QzNjExMDAwMDA0MDElM0IlNDB0Y29kZSUzRCUzQnN0YXJ0aW5kZXglM0QwJTNCb3JnXyU0MGJlZ2luJTNEMjAxOCVFNSVCOSVCNDA2JUU2JTlDJTg4JTNCX3NyY3JwdGlkJTNEMTIlMjRVQ1QwTU5WMFVNVVNYTjRDTkJJTk0wRFVCWUNJVFVUUCUyNDIlMjQ3NDBMQTBJVFRXNFo1WFM0OTQwQVpUWE5WSTRBWlFORS5ycHQlM0IlNDBiYnElM0QyMDE4MDYwMyUzQm9yZ18lNDB0Y29kZSUzRCUzQiU=
灰名单,已处理,高风险,2018-11-06 14:51:37,Apache Struts远程命令执行漏洞,1,222.90.74.246,10.3.35.49,TCP.HTTP C URL=/cn/OtherResource/account_pay/html/account_pay.html HOST=www.ccb.com:80,11.155.22.96(新一代汇聚层4),北京新一代,21374,低,获取权限攻击,CGI,T1/1,高风险,0C:DA:41:6B:D7:00,33063,00:50:56:87:9A:7D,80,1600,UE9TVCAvY24vT3RoZXJSZXNvdXJjZS9hY2NvdW50X3BheS9odG1sL2FjY291bnRfcGF5Lmh0bWwgSFRUUC8xLjENCkhvc3Q6d3d3LmNjYi5jb206ODANCkFjY2VwdC1MYW5ndWFnZTogemhfQ04NClVzZXItQWdlbnQ6IEF1dG8gU3BpZGVyIDEuMA0KQWNjZXB0LUVuY29kaW5nOiBnemlwLCBkZWZsYXRlDQpYLUNuZWN0aW9uOiBjbG9zZQ0KQ29udGVudC1MZW5ndGg6IDg2Ng0KQ29udGVudC1UeXBlOiBtdWx0aXBhcnQvZm9ybS1kYXRhOyBib3VuZGFyeT0tLS0tLS0tLS0tLS0tLS0tLS0tLS0tLS0tLS03ZTExNmQxOTA0NGMNClgtRm9yd2FyZGVkLUZvcjogMjIyLjkwLjc0LjI0Ng0KDQotLS0tLS0tLS0tLS0tLS0tLS0tLS0tLS0tLS0tLTdlMTE2ZDE5MDQ0Yw0KQ29udGVudC1EaXNwb3NpdGlvbjogZm9ybS1kYXRhOyBuYW1lPSJ0ZXN0IjsgZmlsZW5hbWU9IiV7KCN0ZXN0PSdtdWx0aXBhcnQvZm9ybS1kYXRhJykuKCNkbT1Ab2dubC5PZ25sQ29udGV4dEBERUZBVUxUX01FTUJFUl9BQ0NFU1MpLigjX21lbWJlckFjY2Vzcz8oI19tZW1iZXJBY2Nlc3M9I2RtKTooKCNjb250YWluZXI9I2NvbnRleHRbJ2NvbS5vcGVuc3ltcGhvbnkueHdvcmsyLkFjdGlvbkNvbnRleHQuY29udGFpbmVyJ10pLigjb2dubFV0aWw9I2NvbnRhaW5lci5nZXRJbnN0YW5jZShAY29tLm9wZW5zeW1waG9ueS54d29yazIub2dubC5PZ25sVXRpbEBjbGFzcykpLigjb2dubFV0aWwuZ2V0RXhjbHVkZWRQYWNrYWdlTmFtZXMoKS5jbGVhcigpKS4oI29nbmxVdGlsLmdldEV4Y2x1ZGVkQ2xhc3NlcygpLmNsZWFyKCkpLigjY29udGV4dC5zZXRNZW1iZXJBY2Nlc3MoI2RtKSkpKS4oI3JlcT1Ab3JnLmFwYWNoZS5zdHJ1dHMyLlNlcnZsZXRBY3Rpb25Db250ZXh0QGdldFJlcXVlc3QoKSkuKCNyZXM9QG9yZy5hcGFjaGUuc3RydXRzMi5TZXJ2bGV0QWN0aW9uQ29udGV4dEBnZXRSZXNwb25zZSgpKS4oI3Jlcy5zZXRDb250ZW50VHlwZSgndGV4dC9odG1sO2NoYXJzZXQ9VVRGLTgnKSkuKCNyZXMuZ2V0V3JpdGVyKCkucHJpbnQoJ3NlY3VyaXR5XycpKS4oI3Jlcy5nZXRXcml0ZXIoKS5wcmludCgnY2hlY2snKSkuKCNyZXMuZ2V0V3JpdGVyKCkuZmx1c2goKSkuKCNyZXMuZ2V0V3JpdGVyKCkuY2xvc2UoKSl9AGIiDQpDb250ZW50LVR5cGU6IHRleHQvcGxhaW4NCg0KeA0KLS0tLS0tLS0tLS0tLS0tLS0tLS0tLS0tLS0tLS03ZTExNmQxOTA0NGMtLQ==
